Date,12/AUD,12/CAD,12/CHF,12/DKK,12/EUR,12/GBP,12/HKD,12/JPY,12/KRW,12/NOK,12/SEK,12/SGD,12/USD,18/AUD,18/BGN,18/CAD,18/CHF,18/CNY,18/CZK,18/DKK,18/EUR,18/GBP,18/HKD,18/HUF,18/JPY,18/KRW,18/NOK,18/PLN,18/RON,18/SEK,18/SGD,18/USD,41/AED,41/ARS,41/AUD,41/BGN,41/BRL,41/CAD,41/CHF,41/CLP,41/CNY,41/COP,41/CZK,41/DKK,41/DZD,41/EUR,41/GBP,41/HKD,41/HUF,41/IDR,41/ILS,41/INR,41/ISK,41/JPY,41/KRW,41/MAD,41/MXN,41/MYR,41/NOK,41/NZD,41/PEN,41/PHP,41/PLN,41/RON,41/RUB,41/SAR,41/SEK,41/SGD,41/THB,41/TRY,41/TWD,41/UAH,41/USD,41/ZAR
2000-05-31,97.0520,103.0065,95.7248,93.9158,85.2432,103.7350,97.6498,110.3679,110.2048,97.9000,100.8052,101.7352,109.1941,96.9512,100.4178,103.1016,95.4681,101.2645,97.9732,93.5598,85.6706,103.4379,96.8650,100.4235,110.0493,110.1682,97.6781,107.7504,118.5159,100.4022,101.6968,108.9403,107.2238,100.5549,96.6941,97.7975,107.3383,102.6079,94.4071,100.0665,100.2601,86.0779,96.8230,92.4963,95.5311,84.8739,102.2002,95.7557,99.1643,107.0901,105.6380,106.8694,108.1693,108.7130,109.3473,102.7624,116.2690,102.4075,96.8284,91.4306,102.1288,98.3196,106.4356,116.8552,119.7468,102.2744,99.3125,100.5196,96.4125,111.9911,108.5222,92.7012,105.6143,97.3985
2000-06-30,98.1241,103.8001,96.6417,95.1991,88.3628,100.4126,94.9650,110.6111,108.8511,99.2104,101.1681,99.8819,106.9297,98.1355,102.6369,103.9169,96.4344,99.4928,100.6469,94.9117,88.6341,100.2036,94.8595,101.9389,110.5303,109.0585,99.0331,106.9388,113.4791,100.8475,99.9741,106.8668,105.3084,98.1884,98.2430,100.3738,106.6287,103.5971,95.5854,97.3501,98.8250,82.5487,99.6768,94.1008,94.0843,88.0067,99.3417,94.1041,100.9199,102.6159,104.3996,103.1400,106.0317,109.6473,108.6228,101.8796,111.9559,101.2891,98.3684,90.5257,101.3948,95.3313,105.8799,112.2169,120.3753,100.4715,100.0031,99.4217,95.0355,109.4948,106.3537,93.1822,104.5723,97.4797
2000-07-31,101.2173,104.0148,97.3723,95.0396,87.7363,101.0318,95.2125,108.8100,110.1107,99.8633,99.6133,100.0953,107.7774,101.1810,103.3626,104.1234,97.1107,100.0725,101.7186,94.6566,87.8661,100.7599,94.9112,102.8579,108.6950,110.2028,99.6191,111.0851,115.8633,99.2105,100.1259,107.6387,105.9528,98.2053,101.4606,100.8080,109.1925,103.7028,96.1746,95.1159,99.3749,81.3783,100.6517,93.7966,94.4174,87.1859,99.8386,94.1781,101.7470,97.9604,105.2356,102.9453,104.3590,107.9969,109.7602,102.2089,117.0364,101.9880,98.8914,88.7913,102.1715,92.4067,109.8749,114.4619,124.5177,100.5071,98.3201,99.7328,92.7351,110.2521,106.2206,94.1389,104.7878,99.2919
2000-08-31,100.9423,104.0005,95.9221,93.8769,85.5762,101.9257,96.0484,109.7149,111.7495,99.8291,98.6428,102.8635,109.4352,100.8351,106.0710,104.0995,95.6034,101.0226,101.7968,93.4028,85.7116,101.5750,95.3790,102.6473,109.4487,111.7125,99.5183,113.3041,116.9256,98.1472,102.8142,109.1733,107.5492,98.8545,100.9232,102.8726,111.3653,103.5716,94.4774,94.6806,100.1355,81.6363,100.4970,92.3446,94.8378,84.8449,100.4017,94.5012,101.2871,108.0453,107.3506,101.7310,103.4088,108.4403,111.0319,102.7425,120.0919,102.5431,98.6206,87.0354,103.7231,92.3262,111.7849,115.1979,129.1279,101.6746,97.0651,101.9556,92.2140,111.7761,106.2440,96.0392,105.6412,100.0400
2000-09-30,97.0399,104.3133,96.1958,93.0777,83.9054,100.5781,97.1470,111.7627,113.6093,99.8149,97.1681,102.4437,111.2837,96.8805,106.0435,104.4165,95.8386,101.6665,100.8732,92.5451,84.1021,100.1934,96.1435,101.9403,111.3520,113.4973,99.4596,113.6850,117.0674,96.6225,102.3533,110.9279,109.1092,100.4014,97.2094,102.3224,110.7471,103.9150,94.5705,93.2489,100.7322,81.7575,99.4024,91.3545,94.2117,83.1265,98.9071,95.1877,100.4064,106.7926,108.4892,102.7176,101.8691,110.2898,112.8157,103.8118,120.0207,103.1825,98.4272,83.3157,104.7649,91.1022,111.9275,115.0591,132.2206,102.4263,95.4237,101.4944,90.7221,114.1969,107.2978,99.3401,107.1321,99.1481
2000-10-31,93.5826,103.0429,96.5756,92.9916,82.5876,103.2208,98.2093,110.4866,113.2678,99.6549,95.2886,102.7976,113.0184,93.3920,106.2152,103.1487,96.2019,102.5154,101.2438,92.4445,82.8783,102.7972,96.9052,101.7708,110.0113,113.0503,99.2856,112.2662,117.3838,94.7467,102.6447,112.5586,110.5113,102.1252,93.9948,102.1891,109.2169,102.7662,94.9046,94.0641,101.6847,84.2174,99.7005,91.2428,95.3011,81.9884,101.4698,96.1094,100.1957,105.6399,107.8576,102.6445,101.3837,109.2568,112.5115,105.6541,118.8097,104.5897,98.2202,81.6147,105.5122,87.6602,110.4502,115.2451,135.0638,103.0982,93.5589,101.9422,88.4581,116.6533,105.9042,101.2892,108.7490,96.1403
2000-11-30,92.7205,101.4696,96.6124,93.2001,83.3600,101.5892,98.5589,110.4247,109.9386,100.3941,94.4065,103.4782,113.8221,92.4712,106.8158,101.5523,96.2025,103.4278,103.2269,92.5836,83.4561,101.1305,96.9734,101.9671,109.8092,109.6168,99.9700,114.6218,117.8188,93.8093,103.2395,113.2351,110.9964,102.8780,93.1607,102.6434,105.7318,101.1897,94.9261,93.5111,102.6374,86.3885,101.6586,91.4072,96.0493,82.5400,99.8841,96.2945,100.4069,102.6326,107.9882,102.2242,98.9424,109.1963,109.2105,104.8634,120.2205,104.9344,98.8892,82.0438,105.0794,86.3083,112.7759,115.6190,136.7867,103.1695,92.6566,102.6721,88.1159,119.7334,105.0903,100.8555,109.2679,93.9188
2000-12-31,96.1493,102.2883,98.5637,94.6104,86.1137,101.0830,97.3826,106.0671,104.6229,100.2497,95.3573,103.8085,112.4757,95.9146,107.5952,102.3678,98.1786,103.3811,103.4592,94.0142,86.0249,100.6667,96.0023,103.6542,105.5989,104.3234,99.8521,116.9096,114.4363,94.7890,103.5547,111.9570,109.7887,101.9949,96.4350,103.7980,103.9319,102.0069,97.0683,92.8867,102.7022,84.0633,102.1128,93.0195,96.5528,85.2060,99.6502,95.5460,102.2979,102.3856,106.7309,101.2017,97.7380,105.2649,104.0159,103.0311,121.5181,104.9009,98.9311,86.6901,104.4339,86.8241,115.2946,112.5432,134.3396,101.9264,93.8018,103.0931,89.0701,120.6308,102.2676,99.2647,108.2392,92.9148
2001-01-31,98.2754,102.8445,99.0403,96.5087,89.4021,99.3364,96.5957,100.6950,100.4444,101.4050,94.5796,103.5896,111.8648,98.0687,108.6343,102.9375,98.6880,103.3544,105.2787,95.9318,88.9915,98.9772,95.3965,105.6118,100.4391,100.1609,101.0192,118.9390,111.8496,94.0407,103.3440,111.4189,108.6593,100.2787,98.4999,105.1017,103.7754,102.6896,97.7493,93.0938,102.5575,81.6381,104.1059,95.1003,96.1858,88.2015,98.1874,94.8940,104.4350,101.4774,103.8787,100.9369,96.7385,100.2684,99.8543,102.1882,117.4188,104.8385,100.2108,88.7235,103.7820,85.8870,117.5366,110.2029,131.7679,100.7155,93.2276,102.9499,89.3378,121.8149,104.4604,97.8449,108.2353,91.0423
2001-02-28,95.0336,101.6798,97.8249,96.1348,88.7665,98.7935,96.0637,101.6483,103.1108,101.7652,93.5140,103.5293,113.1333,94.8851,108.5814,101.8121,97.4523,102.6127,106.1594,95.5083,88.3190,98.4138,95.0414,105.5331,101.4900,102.9214,101.3329,121.3681,113.2205,92.9398,103.3412,112.6848,109.7229,100.8102,95.3245,105.3451,102.2039,101.5584,96.4845,94.7594,101.8032,82.4776,104.9398,94.6474,96.3832,87.5726,97.6068,94.4729,104.3194,100.7455,104.7691,101.8197,96.8419,101.1714,102.5188,102.2287,118.1817,105.0659,100.4939,87.7212,104.1103,90.7320,119.8901,111.7291,135.3185,101.3409,92.1147,102.7768,91.0212,111.8733,103.4277,99.3086,109.1936,91.7014
2001-03-31,90.7036,99.9758,97.7635,96.2601,88.7371,99.5054,97.9110,97.8150,102.6558,102.4529,92.0933,103.6463,115.5218,90.3790,108.4403,100.0637,97.3283,104.9362,106.0640,95.5211,88.1108,99.0347,96.1142,105.6110,97.4106,102.0503,101.9247,123.9269,114.5815,91.4424,103.2060,114.7397,111.4014,102.2442,90.9435,106.1716,99.1610,99.8090,96.4224,91.8952,103.9400,82.6124,104.9455,94.7743,97.8729,87.6440,98.3497,95.5177,104.5114,98.0395,105.3839,103.0838,96.6833,97.2246,101.6257,102.1522,120.9439,106.8047,101.1684,86.5871,105.5157,91.6960,122.5438,113.6662,140.2705,102.8812,90.7234,102.5903,89.7349,92.4864,104.8197,101.0538,110.7381,92.5677
2001-04-30,91.7573,100.8887,97.4076,96.0066,87.9290,100.1433,99.7178,96.3965,101.2095,102.7822,92.1324,102.5833,116.8894,91.2824,107.5931,100.9425,96.9085,106.6305,105.7876,95.1599,87.1970,99.5836,97.2783,105.2169,95.7748,100.3415,102.1653,127.5536,116.5947,91.3876,101.9735,115.9011,112.9313,103.4000,92.1010,105.8746,95.6795,100.6627,96.0432,91.2833,105.6534,82.0587,104.7250,94.5076,99.2003,86.9840,98.9989,96.7901,104.1893,91.8411,106.2739,104.2939,92.7851,95.8389,100.0709,101.3246,125.3865,108.1084,101.4816,84.9958,104.6492,89.6838,126.1815,116.0137,144.2040,104.0373,90.7340,101.6092,88.0795,82.2174,104.7196,103.3492,111.5254,91.6411
2001-05-31,95.3478,102.3138,96.5239,95.1263,86.4454,100.7918,99.3206,97.7138,103.1675,103.6930,92.2025,101.8751,117.2378,94.8222,107.2894,102.3635,95.9606,106.6792,105.9666,94.1874,85.6503,100.1483,96.7975,108.4139,97.0260,102.2543,102.9901,131.3039,117.0431,91.3583,101.2426,116.2147,113.3154,104.3580,95.4713,104.6839,92.0734,102.0330,94.9761,91.0135,105.7568,81.6982,104.7251,93.3941,99.6345,85.2748,99.3749,96.3504,107.1609,91.1832,107.2855,104.1560,87.7123,97.0980,101.9854,97.3145,127.9545,107.7771,102.1745,87.7605,103.7003,89.2805,129.6192,115.9370,146.1804,103.7480,90.5893,100.9206,87.9526,93.0014,103.1929,103.9615,111.6260,93.5437
2001-06-30,95.7599,103.5521,96.6289,94.5330,85.2211,100.8087,100.1990,97.9300,104.3587,103.9559,89.9476,101.8974,118.4836,95.1407,107.8593,103.5866,95.9671,107.3864,107.2884,93.4512,84.2527,100.0505,97.3257,113.1293,97.1031,103.2875,103.1230,134.4411,118.9498,88.9955,101.1578,117.3124,114.6446,104.6682,95.7977,105.1403,89.6909,103.2712,94.9115,90.2677,106.5734,84.0903,105.9507,92.5826,100.4024,83.9042,99.2110,97.0049,111.7357,92.9552,107.9189,105.6852,87.1931,97.2404,103.0566,97.2357,129.1265,108.5367,102.2294,86.8808,106.6878,88.3159,132.5751,117.7936,150.1742,104.5618,88.1958,100.7747,88.7739,91.0435,100.3076,105.8893,112.5488,93.9939
2001-07-31,94.5237,103.1859,97.8830,95.2933,85.8935,101.0456,100.4319,95.8981,104.3108,102.5858,89.6644,102.2934,118.3582,93.9042,108.4547,103.2183,97.2614,107.7480,108.5544,94.3094,85.0347,100.3406,97.5153,113.3773,95.1188,103.1802,101.8531,126.2536,118.1401,88.8106,101.5380,117.1888,114.7889,104.5415,94.5888,106.2103,87.8621,102.9708,96.2945,84.8536,107.0297,84.8917,107.3126,93.5449,100.6489,84.8505,99.6371,97.3298,112.1181,99.4214,107.1861,105.9089,89.9307,95.3673,102.9951,97.6270,128.1463,108.9200,101.0683,86.1072,108.1548,86.2121,124.6676,117.3084,150.3312,104.3038,88.1033,101.0988,88.5082,85.0554,99.2302,106.3040,112.6598,92.1193
2001-08-31,95.2171,101.7524,98.3569,96.3612,88.4060,99.5472,97.3101,96.6268,104.2390,103.0626,90.5860,103.6997,115.5524,94.8176,110.1898,101.8251,97.8553,105.3795,109.0555,95.5735,87.6069,99.0089,95.3945,114.3358,96.1932,103.5107,102.4889,120.4873,114.7326,89.8902,103.1897,114.7206,112.3187,103.2856,95.1680,108.5706,85.4647,101.5473,97.0712,81.8003,104.7755,84.8517,108.0223,94.9978,99.7492,87.5500,98.5275,95.2767,113.2950,118.2222,104.6898,104.6286,90.7253,96.2594,103.2511,97.7645,128.3303,106.7071,101.8653,89.1185,106.9642,87.2281,119.2619,114.3224,147.2210,101.8846,89.3266,102.5108,87.8128,80.3552,98.3286,105.1924,110.5847,88.6323
2001-09-30,90.9562,99.6518,99.8366,96.8104,88.8239,100.3875,96.5569,98.1381,102.2018,104.3497,87.4988,103.4464,115.2889,90.7010,110.4381,99.7643,99.3826,104.1382,108.7060,96.0761,88.1393,99.9080,95.0744,112.5913,97.8514,101.7339,103.8034,120.1422,113.9713,86.8994,103.0773,114.5797,111.9226,104.4018,91.3860,109.0125,80.3083,99.6487,98.7234,81.3482,103.7520,83.7799,107.7898,95.6386,98.7473,88.3195,99.6000,95.0928,111.7031,114.6202,102.0362,102.8006,89.3042,98.0487,101.6949,97.1813,125.2245,106.3009,103.2585,87.0743,106.9012,87.9338,119.0578,113.7060,147.0143,101.2178,86.4894,102.6590,88.6535,79.9520,97.9258,104.7042,110.9781,84.7164
2001-10-31,92.4625,99.4621,100.3807,96.9874,88.9344,100.1477,97.4618,96.4579,102.6107,104.3105,88.1749,100.4135,116.0455,92.0999,111.6868,99.5462,99.8638,105.1671,110.5405,96.1617,88.0353,99.5992,95.5793,113.0620,96.0514,101.9292,103.6933,123.4433,115.2122,87.4878,99.9456,115.1846,113.0620,105.6877,92.9047,110.3384,79.1159,99.4056,99.2259,78.6257,104.6517,84.9690,109.6248,95.7728,100.0298,88.2985,99.3745,95.5274,112.1918,107.3455,102.7075,102.4519,88.0980,96.3308,101.8912,97.3113,127.2273,107.3423,103.1762,86.7501,108.7334,88.1443,122.3429,115.0120,148.5171,102.0303,87.1033,99.6529,88.4308,78.2854,100.0654,105.4799,111.3440,79.3624
2001-11-30,95.6260,97.6529,101.0064,96.0659,87.7557,100.3035,98.3470,96.0836,104.5294,104.2587,89.3109,99.8192,117.5907,95.1876,111.1194,97.7295,100.4205,105.6142,110.6614,95.1597,86.7875,99.6806,96.2239,114.5118,95.6132,103.7210,103.5711,126.7778,118.1515,88.5249,99.2958,116.5624,114.0187,104.8732,95.8483,108.8720,86.0428,97.4578,99.5750,80.6699,104.9241,85.7272,109.5191,94.5499,101.2403,86.7104,99.2235,96.0307,113.3680,104.2754,105.0155,104.1838,85.3138,95.7603,103.4819,96.9159,129.8317,108.5293,102.8656,87.3183,108.9079,88.3619,125.3304,117.3989,149.7456,102.5928,87.9424,98.8110,89.6860,87.4551,99.5833,106.5040,111.9368,76.6493
2001-12-31,95.6973,99.1587,100.7385,96.6570,88.6361,100.4361,96.5416,92.4417,105.4128,103.8587,89.4550,100.0708,117.8679,95.1976,111.0919,99.2245,100.1155,106.5209,113.3188,95.6927,87.4114,99.7663,94.2949,116.9880,91.9957,104.4092,103.1325,128.6590,119.1973,88.6123,99.4423,116.7831,114.3955,103.7034,95.7610,108.4479,93.3036,98.8720,99.2537,82.8266,105.6404,85.9558,112.1119,95.0308,101.4631,87.1766,99.3367,94.0969,115.7655,109.1801,104.1133,105.1510,87.7119,92.0982,103.9492,98.4711,130.9062,109.1697,102.3671,87.7657,108.4435,89.5898,127.1185,118.2214,149.5115,102.9091,87.9780,98.6638,91.4215,94.0712,98.7838,106.4111,111.8686,64.8114
2002-01-31,97.9368,98.3136,100.3560,96.6662,88.6842,100.9359,97.5859,88.6989,104.9367,103.7572,90.9783,100.7748,119.5059,97.3853,112.3217,98.3936,99.7180,107.1236,115.2765,95.7026,87.3878,100.2430,95.1527,118.3603,88.3265,103.8140,103.0348,128.1341,120.4551,90.1043,100.0841,118.3079,115.2471,67.0087,97.7105,108.9579,96.3708,98.0326,98.8112,85.2545,106.0594,88.1045,113.9536,95.0186,100.2599,87.0134,99.7062,94.8418,117.0067,110.4798,99.6811,104.8678,90.4728,88.3857,103.1754,98.4629,132.5095,110.2082,102.2239,89.9697,108.2621,91.2393,126.4714,119.0775,150.3373,103.7029,89.4049,99.0707,92.4154,105.8831,99.3914,106.1983,113.0668,66.1440
2002-02-28,97.7192,99.0211,99.6870,96.2302,87.8543,101.0849,98.2987,88.1065,105.6463,105.0127,91.0866,102.0800,120.4263,97.1074,113.9013,99.0953,99.0265,107.7952,115.8782,95.2578,86.5940,100.3583,95.6185,118.8808,87.6701,104.4015,104.2670,125.9565,122.6890,90.1989,101.3086,119.1371,116.0701,56.5019,97.3133,110.2098,96.3334,98.7068,98.0520,84.9388,106.5562,88.3942,114.4396,94.5063,100.0871,86.1417,99.7080,95.1752,117.4018,114.3718,98.3531,104.8930,92.0934,87.6010,103.6243,98.9788,133.5536,110.5573,103.3771,89.4144,108.3743,91.6748,124.2084,121.1000,151.6445,104.4272,89.4313,100.0196,93.0562,109.2257,100.7023,105.3380,113.6781,67.9540
2002-03-31,99.1867,99.4598,100.1848,96.2534,87.9934,100.3565,97.7504,89.3569,105.0375,105.7555,92.6010,101.2637,119.5779,98.6558,114.6604,99.5580,99.5389,106.6976,117.0753,95.3169,86.7528,99.6677,95.4059,118.7526,89.0240,103.9933,105.0371,126.5569,120.2166,91.7187,100.6077,118.4348,115.5893,46.9044,98.6880,110.9884,100.5749,99.1444,98.5712,87.1553,105.5706,88.2962,115.6462,94.6097,98.4152,86.3179,99.0363,95.0076,117.2986,117.5620,98.1246,104.5112,92.5091,88.8924,103.2256,99.7337,134.0561,110.8171,104.1698,91.6581,108.3791,91.9082,124.8404,118.6858,151.3844,103.5878,90.9499,99.2874,93.3687,109.5840,99.2643,103.7722,113.0672,67.9644
2002-04-30,101.1140,99.9368,100.5506,96.3789,88.4873,100.7743,96.5789,88.7739,105.5547,107.0693,91.8598,100.5846,118.8177,100.6441,114.1917,100.0522,99.8938,105.9147,121.1421,95.4401,87.1208,100.0785,94.5370,120.6316,88.5726,104.6098,106.3330,127.5404,119.3420,90.9760,99.9997,117.7837,114.8023,41.5003,100.5211,110.3948,102.5412,99.6651,98.9434,88.6775,104.8228,88.7788,119.6903,94.7564,95.6627,86.6815,99.4331,94.1476,119.1785,122.1838,95.1937,103.3092,94.5787,88.4360,103.8031,98.8685,132.6593,109.8649,105.4640,93.2036,108.8759,91.7441,125.8301,117.7639,150.9226,102.5380,90.2350,98.6935,92.9545,114.0006,99.0386,103.7391,112.6882,71.1461
2002-05-31,101.7040,101.0232,101.9354,96.9720,90.0798,99.2538,93.6907,90.3077,108.6932,109.8723,91.6539,100.2266,115.6156,101.4090,113.1882,101.1566,101.3606,103.9910,120.8692,96.1752,88.7885,98.6834,92.3948,120.9377,90.3375,108.0302,109.2314,123.6616,116.6033,90.9006,99.8438,114.9097,112.8154,38.0738,101.2365,110.1792,95.4014,100.9438,100.5972,87.9254,103.2430,86.9007,119.6649,95.7357,92.9513,88.6350,98.2521,92.2122,119.7576,125.8754,92.6144,101.6234,97.6307,90.3196,107.4137,100.0209,127.0366,107.9913,108.5376,95.5653,108.0368,92.3528,122.3088,115.5231,150.1532,100.5807,90.3694,98.8029,92.5021,105.4366,98.0823,101.8737,111.0854,76.8987
2002-06-30,103.0839,101.6396,101.7052,97.8335,92.2828,97.8523,91.3613,90.9742,110.0108,112.6003,93.5826,99.0600,112.6106,102.9535,113.8589,101.7881,101.2158,102.2616,122.4012,97.1887,90.9530,97.3942,90.7184,122.2676,91.2360,109.6274,112.0745,119.8666,114.1954,92.9334,98.8637,112.1897,110.9786,36.3208,102.7173,111.9469,86.7500,101.7330,100.7544,84.9068,101.8266,85.1082,121.5427,97.1188,90.0453,91.2718,97.3217,90.7402,121.4822,129.9530,91.4688,100.3113,98.3651,91.4029,109.2767,99.3351,123.5115,106.5464,111.6752,99.3832,106.6241,89.8219,119.0022,113.7767,147.3881,98.4698,92.6854,98.1426,92.2721,94.4576,98.3055,98.5258,109.4753,75.5869
2002-07-31,98.3548,100.4247,102.9457,98.6255,93.5683,99.7188,88.8303,93.1838,110.4428,113.6001,92.2681,98.3218,109.7074,98.5010,114.8656,100.6184,102.5748,99.7541,125.2077,98.1900,92.4626,99.3885,89.0722,121.3470,93.7777,110.5329,113.2458,113.2901,112.5819,91.8171,98.4011,109.6339,108.8441,37.7092,98.7635,113.8849,79.9150,100.6453,102.3612,81.3920,99.6508,79.8611,124.6386,98.4211,87.7145,93.2479,99.6053,89.2670,120.9158,124.6780,94.3140,98.9844,100.0336,94.1470,110.5112,98.3471,122.7081,104.6842,113.1019,96.5552,104.1965,87.9148,112.8351,112.6896,144.8922,96.5192,91.8296,98.1626,92.3944,85.8283,98.3518,96.6318,107.6491,75.3107
2002-08-31,96.8307,99.3142,102.3629,98.6244,92.9539,99.6176,89.2071,92.9154,110.3767,112.7737,92.2258,98.7779,111.1878,96.9299,114.1959,99.5135,101.9954,100.2933,120.3834,98.1755,91.9441,99.2846,89.2681,121.9843,93.4499,110.3879,112.4160,113.2490,115.0405,91.7709,98.8089,111.0135,109.7001,39.2810,97.3732,112.7982,75.5561,99.6043,101.7490,81.6217,100.2728,76.1942,119.7477,98.3589,88.8088,92.6672,99.4714,89.5709,121.4646,126.9319,95.4825,100.7472,99.7756,93.9540,110.4431,97.7745,122.7166,105.3859,112.2221,94.1959,104.2778,86.7042,112.6747,114.9367,147.2415,97.2961,91.7481,98.5837,90.7803,89.7608,96.8580,97.8375,108.9576,72.7267
2002-09-30,97.8000,98.9255,102.1843,98.5118,93.1284,100.6496,88.8936,91.2790,110.1284,113.7310,92.9508,98.1448,111.4297,97.8977,113.8000,99.1279,101.8046,100.4395,122.7341,98.0644,92.0370,100.2959,88.9406,123.4740,91.8423,110.0961,113.3691,113.5065,115.3340,92.4798,98.1600,111.2365,109.7797,40.1366,98.3302,112.3585,71.6651,99.3369,101.6251,79.5651,100.5629,73.9665,122.1388,98.3334,89.2073,92.8775,100.5375,89.3933,123.0196,127.9183,93.9371,101.3296,98.3046,92.5262,110.2592,97.5888,120.6021,105.8767,113.2397,95.6279,103.8029,86.6489,112.9848,115.2351,147.9096,97.3197,92.5261,98.0349,90.0838,91.8391,95.0658,97.4480,109.5353,73.3038
2002-10-31,99.5450,99.1558,102.4176,98.6161,93.4312,101.0420,89.5237,88.6730,107.9220,114.0468,93.8224,97.6335,112.2422,99.5920,114.4828,99.3599,102.0409,101.1878,120.4162,98.1704,92.3150,100.6878,89.3707,124.2917,89.2115,107.7673,113.6879,114.3980,116.1931,93.3442,97.5867,111.9861,110.3366,41.5435,99.8911,112.8785,63.1835,99.6381,101.9018,79.2815,101.2940,72.9705,119.8500,98.4894,89.1453,93.2016,100.9390,89.8544,123.8616,126.8975,93.8708,101.4779,98.3100,90.0092,107.9698,97.6864,121.0185,106.5211,113.6014,98.2357,105.7349,86.1663,113.8826,116.0297,149.1626,97.5662,93.4432,97.4984,89.7722,94.5707,94.9248,97.5840,110.3737,76.7773
2002-11-30,100.1286,99.2695,102.5939,98.9457,94.3060,100.4460,87.9670,89.8688,109.1123,115.1557,94.2150,97.6356,110.5884,100.3160,114.4237,99.4937,102.2322,99.6290,120.0824,98.5155,93.0784,100.1215,88.3158,127.4632,90.5967,109.2122,114.8046,117.0280,115.8019,93.7356,97.7273,110.5112,108.9916,42.2280,100.4681,112.6099,68.0380,99.7140,102.0465,81.3318,99.7551,75.3319,119.5148,98.7840,87.9704,93.7775,100.2928,88.7471,127.0084,127.7785,94.4050,100.8957,98.3744,91.3388,109.3589,98.0832,119.9273,105.2957,114.6779,100.1762,104.5015,84.5407,116.4802,115.5211,148.2209,96.2838,93.7940,97.7026,89.0775,98.9570,94.7302,96.0444,108.9931,81.1841
2002-12-31,99.8877,99.6163,102.9154,99.3220,95.3601,100.2049,87.0709,88.8147,109.2515,116.9979,94.6116,97.6289,109.7750,100.1252,115.2087,99.8488,102.5887,99.2502,118.5997,98.9496,94.1061,99.9238,87.5987,129.2943,89.6354,109.4101,116.6888,116.4213,115.4440,94.1764,97.7630,109.7798,108.2860,42.6876,100.1199,113.3932,67.9199,100.0650,102.4264,81.6357,99.3909,72.8012,118.0892,99.2476,86.3736,94.7543,100.0843,88.0488,128.8866,129.9595,93.2017,100.3781,100.2640,90.3883,109.5279,98.2012,119.6395,104.8316,116.5894,102.4869,105.9191,84.0555,115.9231,115.1886,148.3072,95.5502,94.2642,97.7508,88.9871,100.3584,94.0535,95.1990,108.3912,86.8670
2003-01-31,102.2724,100.4591,104.1365,100.3819,97.8596,98.7242,84.6892,89.1424,110.0864,119.0017,95.3183,96.5631,106.8487,102.7232,115.6254,100.7244,103.9184,97.2979,117.9593,100.1750,96.6339,98.5833,85.9039,128.6611,90.2695,110.6072,118.8298,114.4608,113.0200,95.0221,96.9154,107.1633,105.9463,44.8863,102.6904,114.5124,71.7813,101.0699,103.9586,77.6485,97.6730,69.6591,117.7202,100.7108,82.6848,97.5156,98.9827,86.4877,128.5724,128.2040,88.9532,98.8685,102.1081,91.1894,110.9274,97.7134,114.3493,103.0864,118.9346,105.8548,104.8403,82.1416,114.2592,113.1917,146.0311,93.3076,95.2992,97.2674,89.0955,95.1767,93.8564,93.3507,106.7090,87.8621
2003-02-28,103.9000,102.2410,104.0913,101.1010,99.2101,97.2487,83.9949,88.0294,108.9093,115.7578,96.8775,95.3371,106.3823,104.3967,115.9991,102.5322,103.9238,97.0299,117.8005,100.9691,97.9782,97.1706,85.3268,127.2429,89.2456,109.4972,115.6651,112.1437,114.6956,96.6358,95.7331,106.8013,105.5096,46.5522,104.3123,114.8176,69.1865,103.0328,104.0234,75.6301,97.5564,68.6580,117.6104,101.5674,82.9966,98.8407,97.6170,86.0353,127.2334,128.2750,87.9586,99.3195,103.1963,90.3348,109.9414,98.0795,110.6579,103.0801,115.8262,107.7598,105.3191,81.7621,111.9866,114.8699,147.4603,92.7390,96.9655,96.2320,88.3692,97.2817,92.1201,93.5476,106.9274,91.4261
2003-03-31,105.0722,104.8043,104.2885,101.9214,100.0884,95.4899,84.0385,88.6760,105.7970,110.7135,96.4676,94.9729,105.8982,105.5464,116.7271,105.0969,104.1464,97.2874,117.6510,101.8233,98.8585,95.4456,85.3042,127.9459,89.8434,106.3810,110.6649,108.0205,114.6075,96.2618,95.3561,106.3600,105.5569,47.5176,105.3834,115.4453,72.2570,105.5390,104.1749,75.9760,97.7136,68.5503,117.3997,102.3157,82.0255,99.4913,95.8177,85.9375,127.8685,127.8046,89.6717,99.9394,103.8444,90.8477,106.7568,97.2857,111.1131,102.8683,110.7493,107.3660,105.3536,81.3261,107.8033,114.7356,149.6978,92.6150,96.5065,95.8023,88.2576,96.8906,92.2765,94.1083,106.3819,94.8996
